Date,Close
2012-09-20,180.0
2012-09-23,180.0
2012-09-24,177.0
2012-09-25,175.0
2012-09-26,177.0
2012-09-30,175.0
2012-10-01,175.0
2012-10-02,175.0
2012-10-03,176.0
2012-10-04,175.0
2012-10-07,175.0
2012-10-08,175.0
2012-10-09,175.0
2012-10-10,176.0
2012-10-11,175.0
2012-10-14,177.0
2012-10-15,176.0
2012-10-17,178.0
2012-10-18,178.0
2012-10-30,183.0
2012-10-31,182.0
2012-11-01,182.0
2012-11-04,186.0
2012-11-05,188.0
2012-11-06,188.0
2012-11-07,195.0
2012-11-08,194.0
2012-11-11,194.0
2012-11-12,196.0
2012-11-18,202.0
2012-11-20,204.0
2012-11-21,205.0
2012-11-22,205.0
2012-11-25,211.0
2012-11-26,208.0
2012-11-27,203.0
2012-11-28,208.0
2012-11-29,207.0
2012-12-02,201.0
2012-12-03,203.0
2012-12-04,204.0
2012-12-05,208.0
2012-12-06,206.0
2012-12-09,204.0
2012-12-10,201.0
2012-12-11,205.0
2012-12-12,203.0
2012-12-13,208.0
2012-12-16,215.0
2012-12-17,218.0
2012-12-18,215.0
2012-12-19,216.0
2012-12-20,209.0
2012-12-23,213.0
2012-12-24,228.0
2012-12-26,238.0
2012-12-27,250.0
2012-12-31,240.0
2013-01-01,238.0
2013-01-02,242.0
2013-01-03,246.0
2013-01-06,241.0
2013-01-07,241.0
2013-01-08,239.0
2013-01-09,238.0
2013-01-10,243.0
2013-01-13,240.0
2013-01-15,264.0
2013-01-16,270.0
2013-01-17,254.0
2013-01-20,247.0
2013-01-21,251.0
2013-01-22,261.0
2013-01-23,260.0
2013-01-24,252.0
2013-01-27,250.0
2013-01-28,243.0
2013-01-30,242.0
2013-01-31,236.0
2013-02-03,241.0
2013-02-04,242.0
2013-02-05,242.0
2013-02-06,238.0
2013-02-07,240.0
2013-02-10,244.0
2013-02-12,250.0
2013-02-13,245.0
2013-02-14,251.0
2013-02-17,276.0
2013-02-19,260.0
2013-02-20,250.0
2013-02-21,250.0
2013-02-24,250.0
2013-02-25,255.0
2013-02-26,250.0
2013-02-27,250.0
2013-02-28,250.0
2013-03-03,250.0
2013-03-04,250.0
2013-03-05,252.0
2013-03-06,256.0
2013-03-07,260.0
2013-03-11,260.0
2013-03-13,270.0
2013-03-14,265.0
2013-03-17,260.0
2013-03-18,256.0
2013-03-19,260.0
2013-03-20,253.0
2013-03-21,250.0
2013-03-24,245.0
2013-03-25,248.0
2013-03-27,247.0
2013-03-28,246.0
2013-03-31,240.0
2013-04-01,242.0
2013-04-02,246.0
2013-04-03,245.0
2013-04-04,244.0
2013-04-07,246.0
2013-04-08,244.0
2013-04-09,245.0
2013-04-11,245.0
2013-04-15,241.0
2013-04-16,241.0
2013-04-17,243.0
2013-04-18,240.0
2013-04-21,235.0
2013-04-22,235.0
2013-04-23,238.0
2013-04-25,230.0
2013-04-28,226.0
2013-04-29,227.0
2013-04-30,230.0
2013-05-02,221.0
2013-05-05,211.0
2013-05-06,203.0
2013-05-07,215.0
2013-05-08,215.0
2013-05-09,210.0
2013-05-12,216.0
2013-05-13,221.0
2013-05-14,222.0
2013-05-15,234.0
2013-05-16,232.0
2013-05-19,222.0
2013-05-20,223.0
2013-05-21,235.0
2013-05-22,232.0
2013-05-23,218.0
2013-05-26,221.0
2013-05-27,225.0
2013-05-28,225.0
2013-05-30,226.0
2013-06-02,223.0
2013-06-03,225.0
2013-06-04,225.0
2013-06-05,225.0
2013-06-06,221.0
2013-06-09,220.0
2013-06-10,215.0
2013-06-11,213.0
2013-06-12,213.0
2013-06-13,206.0
2013-06-16,205.0
2013-06-17,206.0
2013-06-18,203.0
2013-06-19,204.0
2013-06-20,202.0
2013-06-23,202.0
2013-06-24,204.0
2013-06-25,212.0
2013-06-26,210.0
2013-06-27,204.0
2013-06-30,204.0
2013-07-01,204.0
2013-07-02,214.0
2013-07-03,217.0
2013-07-04,216.0
2013-07-07,212.0
2013-07-08,213.0
2013-07-09,216.0
2013-07-10,215.0
2013-07-11,211.0
2013-07-14,213.0
2013-07-15,212.0
2013-07-16,212.0
2013-07-17,218.0
2013-07-18,215.0
2013-07-21,220.0
2013-07-22,219.0
2013-07-23,220.0
2013-07-24,220.0
2013-07-25,220.0
2013-07-28,219.0
2013-07-29,220.0
2013-07-30,222.0
2013-07-31,227.0
2013-08-01,233.0
2013-08-04,235.0
2013-08-05,244.0
2013-08-06,240.0
2013-08-07,250.0
2013-08-08,256.0
2013-08-11,258.0
2013-08-12,258.0
2013-08-13,255.0
2013-08-14,265.0
2013-08-15,274.0
2013-08-18,289.0
2013-08-19,295.0
2013-08-20,290.0
2013-08-25,275.0
2013-08-26,265.0
2013-08-27,269.0
2013-08-29,270.0
2013-09-01,273.0
2013-09-02,273.0
2013-09-03,270.0
2013-09-04,268.0
2013-09-05,270.0
2013-09-08,268.0
2013-09-09,265.0
2013-09-10,260.0
2013-09-11,256.0
2013-09-12,256.0
2013-09-15,251.0
2013-09-16,243.0
2013-09-17,249.0
2013-09-19,251.0
2013-09-22,248.0
2013-09-23,256.0
2013-09-24,255.0
2013-09-25,252.0
2013-09-26,250.0
2013-09-29,250.0
2013-09-30,253.0
2013-10-01,257.0
2013-10-02,265.0
2013-10-03,261.0
2013-10-06,268.0
2013-10-07,268.0
2013-10-09,274.0
2013-10-10,287.0
2013-10-17,281.0
2013-10-20,288.0
2013-10-21,281.0
2013-10-22,280.0
2013-10-23,279.0
2013-10-24,271.0
2013-10-27,270.0
2013-10-28,266.0
2013-10-29,268.0
2013-10-30,270.0
2013-10-31,271.0
2013-11-06,270.0
2013-11-07,270.0
2013-11-11,270.0
2013-11-12,282.0
2013-11-13,285.0
2013-11-14,290.0
2013-11-21,306.0
2013-11-24,324.0
2013-11-25,314.0
2013-11-26,321.0
2013-11-27,340.0
2013-11-28,342.0
2013-12-01,376.0
2013-12-02,405.0
2013-12-03,400.0
2013-12-04,402.0
2013-12-05,400.0
2013-12-08,395.0
2013-12-09,396.0
2013-12-10,400.0
2013-12-11,410.0
2013-12-12,406.0
2013-12-15,446.0
2013-12-16,490.0
2013-12-18,485.0
2013-12-19,493.0
2013-12-22,480.0
2013-12-23,469.0
2013-12-24,469.0
2013-12-26,471.0
2013-12-29,465.0
2013-12-31,460.0
2014-01-01,439.0
2014-01-02,462.0
2014-01-05,468.0
2014-01-06,470.0
2014-01-07,473.0
2014-01-08,491.0
2014-01-09,484.0
2014-01-12,486.0
2014-01-13,494.0
2014-01-14,501.0
2014-01-16,490.0
2014-01-19,495.0
2014-01-20,500.0
2014-01-21,488.0
2014-01-22,478.0
2014-01-23,480.0
2014-01-26,503.0
2014-01-27,490.0
2014-01-28,499.0
2014-01-29,503.0
2014-02-02,490.0
2014-02-03,499.0
2014-02-04,499.0
2014-02-06,497.0
2014-02-09,500.0
2014-02-10,520.0
2014-02-11,518.0
2014-02-12,515.0
2014-02-13,509.0
2014-02-16,500.0
2014-02-17,497.0
2014-02-18,500.0
2014-02-20,506.0
2014-02-23,510.0
2014-02-24,510.0
2014-02-25,510.0
2014-02-26,507.0
2014-03-03,500.0
2014-03-04,490.0
2014-03-05,491.0
2014-03-06,485.0
2014-03-09,477.0
2014-03-10,480.0
2014-03-11,466.0
2014-03-12,468.0
2014-03-13,470.0
2014-03-17,460.0
2014-03-18,455.0
2014-03-19,480.0
2014-03-20,466.0
2014-03-23,483.0
2014-03-24,507.0
2014-03-25,490.0
2014-03-26,528.0
2014-03-27,499.0
2014-03-31,490.0
2014-04-01,494.0
2014-04-02,489.0
2014-04-03,484.0
2014-04-06,481.0
2014-04-07,480.0
2014-04-09,479.0
2014-04-10,480.0
2014-04-13,485.0
2014-04-15,477.0
2014-04-16,478.0
2014-04-17,476.0
2014-04-20,470.0
2014-04-21,467.0
2014-04-22,484.0
2014-04-23,480.0
2014-04-27,486.0
2014-04-28,482.0
2014-04-29,465.0
2014-04-30,484.0
2014-05-04,485.0
2014-05-06,480.0
2014-05-07,465.0
2014-05-08,462.0
2014-05-11,451.0
2014-05-12,447.0
2014-05-13,452.0
2014-05-15,450.0
2014-05-18,438.0
2014-05-19,441.0
2014-05-20,440.0
2014-05-21,439.0
2014-05-22,441.0
2014-05-25,440.0
2014-05-26,439.0
2014-05-27,442.0
2014-05-28,455.0
2014-06-01,449.0
2014-06-02,460.0
2014-06-03,465.0
2014-06-04,450.0
2014-06-05,451.0
2014-06-08,445.0
2014-06-09,442.0
2014-06-10,451.0
2014-06-11,459.0
2014-06-12,456.0
2014-06-15,498.0
2014-06-16,504.0
2014-06-17,504.0
2014-06-18,500.0
2014-06-19,497.0
2014-06-23,492.0
2014-06-24,486.0
2014-06-25,490.0
2014-06-26,490.0
2014-06-29,535.0
2014-06-30,535.0
2014-07-01,530.0
2014-07-02,526.0
2014-07-03,540.0
2014-07-06,550.0
2014-07-07,571.0
2014-07-08,628.0
2014-07-09,660.0
2014-07-10,677.0
2014-07-13,698.0
2014-07-14,690.0
2014-07-15,690.0
2014-07-16,756.0
2014-07-17,729.0
2014-07-20,726.0
2014-07-21,740.0
2014-07-22,715.0
2014-07-23,710.0
2014-07-24,703.0
2014-07-27,699.0
2014-07-28,695.0
2014-07-30,680.0
2014-07-31,671.0
2014-08-03,659.0
2014-08-04,650.0
2014-08-05,657.0
2014-08-06,650.0
2014-08-07,655.0
2014-08-12,645.0
2014-08-13,660.0
2014-08-14,657.0
2014-08-18,612.0
2014-08-19,610.0
2014-08-20,605.0
2014-08-21,600.0
2014-08-24,600.0
2014-08-25,559.0
2014-08-26,532.0
2014-08-27,559.0
2014-08-28,555.0
2014-08-31,544.0
2014-09-01,540.0
2014-09-03,534.0
2014-09-04,516.0
2014-09-07,477.0
2014-09-09,510.0
2014-09-10,515.0
2014-09-11,510.0
2014-09-14,501.0
2014-09-15,495.0
2014-09-16,500.0
2014-09-17,491.0
2014-09-18,500.0
2014-09-21,473.0
2014-09-22,463.0
2014-09-23,509.0
2014-09-24,533.0
2014-09-28,533.0
2014-09-29,549.0
2014-09-30,522.0
2014-10-08,520.0
2014-10-09,515.0
2014-10-12,499.0
2014-10-13,496.0
2014-10-14,500.0
2014-10-15,508.0
2014-10-16,512.0
2014-10-19,524.0
2014-10-20,512.0
2014-10-21,506.0
2014-10-22,505.0
2014-10-26,501.0
2014-10-27,508.0
2014-10-28,503.0
2014-10-30,496.0
2014-11-02,487.0
2014-11-03,478.0
2014-11-04,480.0
2014-11-05,490.0
2014-11-06,486.0
2014-11-09,470.0
2014-11-10,469.0
2014-11-11,470.0
2014-11-12,470.0
2014-11-13,463.0
2014-11-16,455.0
2014-11-17,430.0
2014-11-18,448.0
2014-11-19,457.0
2014-11-20,457.0
2014-11-23,480.0
2014-11-24,465.0
2014-11-25,457.0
2014-11-30,445.0
2014-12-01,443.0
2014-12-02,453.0
2014-12-03,455.0
2014-12-04,464.0
2014-12-07,452.0
2014-12-08,448.0
2014-12-09,446.0
2014-12-10,470.0
2014-12-11,469.0
2014-12-14,490.0
2014-12-15,497.0
2014-12-16,492.0
2014-12-17,485.0
2014-12-18,480.0
2014-12-21,464.0
2014-12-22,473.0
2014-12-23,467.0
2014-12-24,470.0
2014-12-28,484.0
2014-12-29,475.0
2014-12-31,476.0
2015-01-01,479.0
2015-01-04,478.0
2015-01-05,487.0
2015-01-06,475.0
2015-01-07,476.0
2015-01-08,473.0
2015-01-11,484.0
2015-01-12,473.0
2015-01-13,475.0
2015-01-14,484.0
2015-01-18,475.0
2015-01-19,487.0
2015-01-20,478.0
2015-01-22,473.0
2015-01-25,475.0
2015-01-26,481.0
2015-01-27,503.0
2015-01-28,509.0
2015-01-29,500.0
2015-02-01,493.0
2015-02-02,487.0
2015-02-03,483.0
2015-02-04,480.0
2015-02-05,473.0
2015-02-08,475.0
2015-02-09,479.0
2015-02-10,475.0
2015-02-11,476.0
2015-02-12,482.0
2015-02-15,477.0
2015-02-16,479.0
2015-02-18,474.0
2015-02-22,464.0
2015-02-23,464.0
2015-02-24,465.0
2015-02-25,470.0
2015-02-26,475.0
2015-03-01,480.0
2015-03-02,480.0
2015-03-03,483.0
2015-03-04,478.0
2015-03-09,497.0
2015-03-10,481.0
2015-03-11,477.0
2015-03-12,475.0
2015-03-15,475.0
2015-03-16,471.0
2015-03-17,471.0
2015-03-18,472.0
2015-03-19,480.0
2015-03-22,467.0
2015-03-23,469.0
2015-03-24,467.0
2015-03-25,470.0
2015-03-26,476.0
2015-03-29,469.0
2015-03-30,459.0
2015-03-31,461.0
2015-04-01,464.0
2015-04-02,465.0
2015-04-05,455.0
2015-04-06,450.0
2015-04-07,450.0
2015-04-08,458.0
2015-04-09,471.0
2015-04-12,479.0
2015-04-13,472.0
2015-04-15,474.0
2015-04-16,468.0
2015-04-19,436.0
2015-04-20,436.0
2015-04-21,439.0
2015-04-22,440.0
2015-04-23,432.0
2015-05-24,392.0
2015-05-25,365.0
2015-05-26,397.0
2015-05-27,376.0
2015-05-28,390.0
2015-05-31,397.0
2015-06-01,400.0
2015-06-02,400.0
2015-06-03,432.0
2015-06-04,420.0
2015-06-07,430.0
2015-06-08,430.0
2015-06-09,448.0
2015-06-10,438.0
2015-06-11,425.0
2015-06-14,413.0
2015-06-15,421.0
2015-06-16,426.0
2015-06-17,423.0
2015-06-18,416.0
2015-06-21,415.0
2015-06-22,415.0
2015-06-23,420.0
2015-06-24,414.0
2015-06-25,419.0
2015-06-28,420.0
2015-06-29,420.0
2015-06-30,415.0
2015-07-01,410.0
2015-07-02,405.0
2015-07-05,417.0
2015-07-06,404.0
2015-07-07,405.0
2015-07-08,408.0
2015-07-09,410.0
2015-07-12,411.0
2015-07-13,409.0
2015-07-14,410.0
2015-07-15,415.0
2015-07-16,432.0
2015-07-22,440.0
2015-07-23,465.0
2015-07-26,511.0
2015-07-27,498.0
2015-07-28,480.0
2015-07-29,467.0
2015-07-30,450.0
2015-08-02,446.0
2015-08-03,457.0
2015-08-04,441.0
2015-08-05,452.0
2015-08-06,463.0
2015-08-09,469.0
2015-08-10,479.0
2015-08-11,455.0
2015-08-12,445.0
2015-08-13,444.0
2015-08-16,441.0
2015-08-17,485.0
2015-08-18,518.0
2015-08-19,528.0
2015-08-20,525.0
2015-08-23,506.0
2015-08-24,506.0
2015-08-25,515.0
2015-08-26,505.0
2015-08-27,500.0
2015-08-31,500.0
2015-09-01,495.0
2015-09-02,486.0
2015-09-03,465.0
2015-09-06,480.0
2015-09-07,497.0
2015-09-08,488.0
2015-09-09,480.0
2015-09-10,479.0
2015-09-13,500.0
2015-09-14,500.0
2015-09-15,495.0
2015-09-16,487.0
2015-09-17,480.0
2015-09-22,456.0
2015-09-23,465.0
2015-09-24,460.0
2015-09-28,450.0
2015-09-29,450.0
2015-09-30,450.0
2015-10-01,459.0
2015-10-04,451.0
2015-10-05,445.0
2015-10-06,440.0
2015-10-07,450.0
2015-10-08,495.0
2015-10-11,530.0
2015-10-14,494.0
2015-10-15,499.0
2015-10-18,495.0
2015-10-19,500.0
2015-10-25,481.0
2015-10-27,472.0
2015-10-28,466.0
2015-10-29,470.0
2015-11-01,456.0
2015-11-02,461.0
2015-11-03,457.0
2015-11-04,466.0
2015-11-05,460.0
2015-11-08,462.0
2015-11-09,483.0
2015-11-10,477.0
2015-11-15,475.0
2015-11-16,471.0
2015-11-18,470.0
2015-11-19,465.0
2015-11-22,452.0
2015-11-23,452.0
2015-11-24,455.0
2015-11-25,450.0
2015-11-26,447.0
2015-11-29,420.0
2015-11-30,431.0
2015-12-01,454.0
2015-12-02,451.0
2015-12-03,450.0
2015-12-06,465.0
2015-12-07,455.0
2015-12-08,451.0
2015-12-09,469.0
2015-12-10,465.0
2015-12-13,456.0
2015-12-14,450.0
2015-12-15,445.0
2015-12-16,450.0
2015-12-17,465.0
2015-12-20,481.0
2015-12-21,529.0
2015-12-22,512.0
2015-12-23,496.0
2015-12-24,510.0
2015-12-27,502.0
2015-12-28,499.0
2015-12-29,500.0
2015-12-31,508.0
2016-01-03,518.0
2016-01-04,506.0
2016-01-05,505.0
2016-01-06,500.0
2016-01-07,515.0
2016-01-10,518.0
2016-01-11,525.0
2016-01-12,521.0
2016-01-13,529.0
2016-01-14,545.0
2016-01-17,575.0
2016-01-18,580.0
2016-01-19,568.0
2016-01-20,593.0
2016-01-21,583.0
2016-01-24,599.0
2016-01-25,595.0
2016-01-26,595.0
2016-01-27,585.0
2016-01-28,582.0
2016-01-31,574.0
2016-02-01,584.0
2016-02-02,580.0
2016-02-03,574.0
2016-02-04,589.0
2016-02-07,595.0
2016-02-08,590.0
2016-02-11,580.0
2016-02-14,570.0
2016-02-15,590.0
2016-02-16,576.0
2016-02-17,590.0
2016-02-18,588.0
2016-02-21,590.0
2016-02-22,590.0
2016-02-23,605.0
2016-02-24,595.0
2016-02-25,585.0
2016-02-28,590.0
2016-02-29,589.0
2016-03-01,585.0
2016-03-02,599.0
2016-03-03,617.0
2016-03-06,630.0
2016-03-10,693.0
2016-03-13,707.0
2016-03-14,672.0
2016-03-15,665.0
2016-03-16,674.0
2016-03-17,665.0
2016-03-20,660.0
2016-03-21,648.0
2016-03-23,653.0
2016-03-24,655.0
2016-03-27,673.0
2016-03-28,671.0
2016-03-29,669.0
2016-03-30,665.0
2016-03-31,658.0
2016-04-03,670.0
2016-04-04,680.0
2016-04-05,684.0
2016-04-06,680.0
2016-04-10,671.0
2016-04-11,576.0
2016-04-12,560.0
2016-04-14,591.0
2016-04-17,595.0
2016-04-18,612.0
2016-04-19,599.0
2016-04-20,605.0
2016-04-21,630.0
2016-04-24,640.0
2016-04-25,655.0
2016-04-26,638.0
2016-04-27,647.0
2016-04-28,638.0
2016-05-02,640.0
2016-05-03,640.0
2016-05-04,632.0
2016-05-05,632.0
2016-05-08,634.0
2016-05-09,649.0
2016-05-10,642.0
2016-05-11,655.0
2016-05-12,673.0
2016-05-15,666.0
2016-05-16,663.0
2016-05-17,680.0
2016-05-18,683.0
2016-05-19,684.0
2016-05-22,680.0
2016-05-23,685.0
2016-05-24,690.0
2016-05-25,682.0
2016-05-26,679.0
2016-05-29,679.0
2016-05-30,666.0
2016-05-31,659.0
2016-06-01,656.0
2016-06-02,668.0
2016-06-05,668.0
2016-06-06,670.0
2016-06-07,677.0
2016-06-08,677.0
2016-06-09,677.0
2016-06-12,675.0
2016-06-13,700.0
2016-06-14,721.0
2016-06-15,720.0
2016-06-16,713.0
2016-06-19,705.0
2016-06-20,700.0
2016-06-21,703.0
2016-06-22,720.0
2016-06-23,702.0
2016-06-26,710.0
2016-06-27,739.0
2016-06-28,735.0
2016-06-29,727.0
2016-06-30,722.0
2016-07-03,719.0
2016-07-04,730.0
2016-07-05,745.0
2016-07-06,761.0
2016-07-10,761.0
2016-07-11,777.0
2016-07-12,766.0
2016-07-13,760.0
2016-07-14,768.0
2016-07-17,844.0
2016-07-18,833.0
2016-07-19,888.0
2016-07-20,976.0
2016-07-21,984.0
2016-07-25,1065.0
2016-07-26,1082.0
2016-07-27,1081.0
2016-07-28,1060.0
2016-08-01,1030.0
2016-08-02,1000.0
2016-08-04,970.0
2016-08-07,972.0
2016-08-08,905.0
2016-08-09,995.0
2016-08-10,1010.0
2016-08-11,1020.0
2016-08-14,968.0
2016-08-15,970.0
2016-08-16,985.0
2016-08-17,1000.0
2016-08-21,995.0
2016-08-22,964.0
2016-08-23,970.0
2016-08-24,970.0
2016-08-28,965.0
2016-08-29,983.0
2016-08-30,999.0
2016-08-31,999.0
2016-09-01,998.0
2016-09-03,1020.0
2016-09-04,1020.0
2016-09-05,1043.0
2016-09-06,1028.0
2016-09-07,1065.0
2016-09-08,1054.0
2016-09-11,1050.0
2016-09-12,1050.0
2016-09-14,1050.0
2016-09-18,1050.0
2016-09-20,1044.0
2016-09-21,1025.0
2016-09-22,1019.0
2016-09-25,995.0
2016-09-26,675.0
2016-09-27,672.0
2016-09-28,672.0
2016-09-29,670.0
2016-10-02,680.0
2016-10-03,672.0
2016-10-04,668.0
2016-10-05,680.0
2016-10-06,683.0
2016-10-16,683.0
2016-10-17,669.0
2016-10-18,670.0
2016-10-19,665.0
2016-10-20,669.0
2016-10-23,655.0
2016-10-24,653.0
2016-10-25,645.0
2016-10-26,642.0
2016-10-27,638.0
2016-11-03,645.0
2016-11-07,625.0
