Date,Actual,Predicted,Error
2019-07-25,433.00003,430.56583,2.434204
2019-07-28,423.0,436.57016,-13.57016
2019-07-29,425.00003,430.32083,-5.320801
2019-07-30,426.00003,423.26587,2.7341614
2019-07-31,422.0,426.20264,-4.2026367
2019-08-01,436.0,430.73856,5.261444
2019-08-04,429.0,432.4353,-3.4353027
2019-08-05,433.00003,438.669,-5.668976
2019-08-06,441.0,433.72415,7.2758484
2019-08-07,426.00003,452.10083,-26.1008
2019-08-08,435.0,428.30237,6.697632
2019-08-11,430.0,426.91125,3.088745
2019-08-12,433.00003,429.78778,3.2122498
2019-08-13,431.00003,430.88422,0.11581421
2019-08-14,426.00003,430.0133,-4.013275
2019-08-15,427.00003,429.69037,-2.6903381
2019-08-18,430.0,431.55576,-1.5557556
2019-08-19,431.00003,432.01547,-1.0154419
2019-08-20,431.00003,432.22977,-1.2297363
2019-08-21,425.00003,428.73804,-3.7380066
2019-08-22,429.0,426.64087,2.3591309
2019-08-25,423.0,428.5138,-5.513794
2019-08-26,430.0,424.95383,5.046173
2019-08-27,425.00003,424.75076,0.24926758
2019-08-28,424.0,423.7306,0.26940918
2019-08-29,427.00003,426.7635,0.23654175
2019-09-01,428.0,424.8908,3.109192
2019-09-02,424.0,425.17938,-1.1793823
2019-09-03,415.0,423.95782,-8.957825
2019-09-04,425.00003,420.61456,4.3854675
2019-09-05,425.00003,420.64194,4.3580933
2019-09-08,427.00003,422.06375,4.9362793
2019-09-09,425.00003,422.13132,2.8687134
2019-09-10,416.0,422.84152,-6.841522
2019-09-11,417.0,419.60464,-2.6046448
2019-09-12,418.00003,418.7906,-0.79055786
2019-09-15,415.0,417.46677,-2.4667664
2019-09-16,413.00003,415.36728,-2.3672485
2019-09-17,410.0,412.70654,-2.706543
2019-09-18,420.00003,411.71347,8.28656
2019-09-19,425.00003,420.8194,4.1806335
2019-09-22,413.00003,418.54242,-5.542389
2019-09-23,413.00003,415.31757,-2.3175354
2019-09-24,411.0,415.26932,-4.2693176
2019-09-25,407.00003,411.09308,-4.093048
2019-09-26,412.00003,410.0009,1.9991455
2019-09-29,410.0,411.17902,-1.1790161
2019-09-30,412.00003,413.1672,-1.1671753
2019-10-01,412.00003,410.7522,1.2478333
2019-10-02,417.0,412.172,4.828003
2019-10-03,415.0,411.88425,3.1157532
2019-10-10,413.00003,413.02032,-0.02029419
2019-10-14,415.0,412.10504,2.8949585
2019-10-15,412.00003,414.3598,-2.3597717
2019-10-20,412.00003,415.77417,-3.7741394
2019-10-21,412.00003,411.7489,0.25112915
2019-10-22,411.0,410.56473,0.43527222
2019-10-23,415.0,410.1477,4.852295
2019-10-24,415.0,410.4192,4.5808105
2019-10-31,411.0,413.31894,-2.3189392
2019-11-03,412.00003,412.28708,-0.28704834
2019-11-04,414.00003,411.59628,2.4037476
2019-11-05,415.0,412.0327,2.9672852
2019-11-06,415.0,413.8081,1.1918945
2019-11-07,417.0,415.77057,1.2294312
2019-11-10,414.00003,417.03864,-3.0386047
2019-11-11,414.00003,413.29016,0.7098694
2019-11-12,425.00003,413.89056,11.109467
2019-11-13,414.00003,420.76813,-6.768097
2019-11-14,417.0,417.93777,-0.93777466
2019-11-17,420.00003,415.81213,4.1878967
2019-11-18,415.0,416.6204,-1.6203918
2019-11-19,420.00003,421.4333,-1.433258
2019-11-20,415.0,414.4336,0.56640625
2019-11-21,418.00003,412.4865,5.5135193
2019-11-24,409.0,411.21954,-2.2195435
2019-11-25,405.00003,408.6851,-3.6850586
2019-11-26,410.0,405.8966,4.1033936
2019-11-27,403.0,405.77457,-2.7745667
2019-11-28,409.0,404.43326,4.566742
2019-12-01,405.00003,404.41315,0.58688354
2019-12-02,404.0,403.35364,0.6463623
2019-12-03,401.00003,403.8016,-2.8015747
2019-12-04,401.00003,400.5019,0.49813843
2019-12-05,405.00003,401.6335,3.366516
2019-12-08,406.00003,402.0925,3.9075317
2019-12-09,408.0,403.67856,4.3214417
2019-12-10,410.0,406.46817,3.5318298
2019-12-11,416.0,416.93674,-0.93673706
2019-12-12,415.0,409.28354,5.716461
2019-12-15,412.00003,410.74722,1.2528076
2019-12-16,415.0,410.14343,4.8565674
2019-12-17,405.00003,408.68057,-3.680542
2019-12-18,405.00003,406.5658,-1.5657654
2019-12-19,404.0,406.1252,-2.1252136
2019-12-22,407.00003,403.73618,3.263855
2019-12-23,414.00003,407.2121,6.7879333
2019-12-24,415.0,409.96533,5.034668
2019-12-25,412.00003,411.55383,0.4461975
2019-12-26,414.00003,413.58167,0.41836548
2019-12-29,386.00003,424.1057,-38.105682
2019-12-30,369.00003,386.99747,-17.997437
2019-12-31,365.0,371.9924,-6.992401
2020-01-01,364.0,368.66,-4.6600037
2020-01-02,367.00003,367.43945,-0.4394226
2020-01-05,360.0,366.26154,-6.2615356
2020-01-06,365.0,366.04822,-1.0482178
2020-01-07,375.00003,370.8699,4.130127
2020-01-08,372.0,371.2877,0.7123108
2020-01-09,369.00003,372.04315,-3.0431213
2020-01-12,371.0,370.14737,0.8526306
2020-01-13,374.00003,372.1823,1.8177185
2020-01-14,375.00003,379.12448,-4.1244507
2020-01-15,385.0,375.7294,9.270599
2020-01-16,389.0,382.00955,6.990448
2020-01-19,395.00003,389.53152,5.468506
2020-01-20,402.0,395.1572,6.842804
2020-01-21,396.0,397.87778,-1.8777771
2020-01-22,395.00003,391.46835,3.5316772
2020-01-23,390.0,389.4643,0.53570557
2020-01-26,379.0,387.54422,-8.54422
2020-01-27,368.00003,383.1287,-15.128662
2020-01-28,387.00003,381.41916,5.5808716
2020-01-29,380.00003,382.87833,-2.878296
2020-01-30,385.0,382.58655,2.4134521
2020-02-02,384.0,384.68787,-0.6878662
2020-02-03,391.0,388.93295,2.067047
2020-02-04,392.0,390.176,1.8240051
2020-02-05,390.0,391.59418,-1.5941772
2020-02-06,383.0,386.57394,-3.573944
2020-02-09,382.00003,385.76666,-3.766632
2020-02-10,382.00003,384.03104,-2.0310059
2020-02-11,386.00003,383.07333,2.9266968
2020-02-12,392.0,384.88602,7.113983
2020-02-13,386.00003,390.26172,-4.261688
2020-02-16,385.0,386.36362,-1.363617
2020-02-17,392.0,388.4775,3.5224915
2020-02-18,402.0,394.72626,7.2737427
2020-02-19,404.0,399.12488,4.875122
2020-02-20,395.00003,396.70312,-1.7030945
2020-02-23,402.0,398.68533,3.3146667
2020-02-24,439.00003,423.53632,15.463715
2020-02-25,436.0,430.53372,5.466278
2020-02-26,439.00003,424.06583,14.934204
2020-02-27,445.00003,442.80475,2.195282
2020-03-01,465.00003,455.6412,9.358826
2020-03-02,445.00003,456.8904,-11.890381
2020-03-03,419.00003,439.10327,-20.103241
2020-03-04,420.00003,431.00684,-11.006805
2020-03-05,408.0,422.65213,-14.65213
2020-03-10,397.0,414.02673,-17.026733
2020-03-11,378.0,399.61264,-21.61264
2020-03-12,406.00003,400.89548,5.104553
2020-03-15,390.0,401.86044,-11.860443
2020-03-16,380.00003,395.54785,-15.547821
2020-03-17,379.0,384.8054,-5.8053894
2020-03-18,371.0,383.72092,-12.720917
2020-03-19,367.00003,381.14053,-14.140503
2020-03-22,369.00003,375.62338,-6.623352
2020-05-12,361.00003,369.36356,-8.363525
2020-05-13,350.00003,364.59006,-14.590027
2020-06-29,341.0,357.53397,-16.533966
2020-06-30,323.0,345.10916,-22.109161
2020-07-01,350.00003,340.4707,9.529327
2020-07-02,382.00003,357.04446,24.955566
2020-07-05,350.00003,361.75052,-11.750488
2020-07-06,349.00003,362.66385,-13.663818
2020-07-07,370.0,361.70206,8.297943
2020-07-08,375.00003,367.90027,7.099762
2020-07-09,365.0,370.36557,-5.36557
2020-07-12,370.0,368.98273,1.017273
2020-07-13,375.00003,373.6844,1.3156433
2020-07-14,375.00003,379.23605,-4.236023
2020-07-15,376.0,374.5781,1.4219055
2020-07-16,389.0,382.47488,6.525116
2020-07-19,408.0,393.7117,14.2883
2020-07-20,453.0,402.14764,50.852356
2020-07-21,443.0,446.05655,-3.056549
2020-07-22,445.00003,434.58636,10.413666
2020-07-23,426.00003,430.9778,-4.977783
2020-07-26,430.0,425.9242,4.0758057
2020-07-27,434.0,432.73386,1.2661438
2020-07-28,435.0,434.00867,0.991333
2020-07-29,430.0,430.40994,-0.40994263
2020-07-30,415.0,431.87372,-16.873718
2020-08-02,419.00003,423.08337,-4.0833435
2020-08-03,407.00003,420.61124,-13.611206
2020-08-05,419.00003,410.31305,8.686981
2020-08-06,405.00003,411.12704,-6.127014
2020-08-09,401.00003,408.4523,-7.4522705
2020-08-10,432.00003,407.48358,24.516449
2020-08-11,427.00003,416.61075,10.389282
2020-08-12,414.00003,420.09836,-6.0983276
2020-08-13,425.00003,418.66006,6.339966
2020-08-16,411.0,418.7251,-7.7250977
2020-08-17,410.0,414.7215,-4.7214966
2020-08-18,416.0,410.61783,5.3821716
2020-08-19,410.0,411.97372,-1.9737244
2020-08-20,410.0,412.17346,-2.173462
2020-08-23,419.00003,408.11993,10.880096
2020-08-24,418.00003,410.97006,7.0299683
2020-08-25,424.0,417.70868,6.291321
2020-08-26,425.00003,421.6175,3.3825378
2020-08-27,429.0,422.9751,6.0249023
2020-08-30,446.00003,423.6094,22.390625
2020-08-31,429.0,425.87997,3.1200256
2020-09-02,436.0,429.66495,6.3350525
2020-09-03,436.0,442.31995,-6.3199463
2020-09-06,431.00003,431.72192,-0.7218933
2020-09-07,426.00003,431.32614,-5.326111
2020-09-08,423.0,425.32233,-2.3223267
2020-09-09,443.0,421.12088,21.87912
2020-09-10,444.00003,427.00974,16.990295
2020-09-13,425.00003,430.28323,-5.283203
2020-09-14,429.0,430.31848,-1.3184814
2020-09-15,438.00003,435.0877,2.912323
2020-09-16,435.0,430.58115,4.4188538
2020-09-17,451.00003,429.89423,21.105804
2020-09-20,443.0,443.9018,-0.90179443
2020-09-21,440.0,438.26462,1.7353821
2020-09-22,440.0,437.42316,2.5768433
2020-09-23,438.00003,442.24353,-4.2434998
2020-09-24,438.00003,432.32877,5.6712646
2020-09-27,438.00003,434.22864,3.7713928
2020-09-28,440.0,440.2704,-0.27038574
2020-09-29,441.0,436.77557,4.2244263
2020-09-30,445.00003,439.48914,5.510895
2020-10-01,435.0,438.19473,-3.1947327
2020-10-04,440.0,434.3198,5.6802063
2020-10-05,441.0,445.4415,-4.441498
2020-10-06,440.0,438.06985,1.9301453
2020-10-07,450.00003,450.85327,-0.85324097
2020-10-08,450.00003,442.44714,7.552887
2020-10-11,440.0,441.07672,-1.0767212
2020-10-12,455.0,438.93372,16.066284
2020-10-13,440.0,442.79492,-2.7949219
2020-10-14,440.0,438.58353,1.4164734
2020-10-15,443.0,437.445,5.5549927
2020-10-18,438.00003,440.57996,-2.5799255
2020-10-19,438.00003,437.57605,0.4239807
2020-10-20,443.0,435.93433,7.065674
2020-10-21,443.0,438.65112,4.348877
2020-10-22,453.0,444.72287,8.27713
2020-10-28,457.00003,451.27744,5.722595
2020-10-29,475.0,460.24185,14.758148
2020-11-01,472.0,472.38464,-0.38464355
2020-11-02,477.00003,474.00952,2.990509
2020-11-03,480.0,465.2052,14.7948
2020-11-04,468.0,468.3068,-0.3067932
2020-11-05,464.00003,464.1743,-0.17425537
2020-11-08,470.00003,474.3885,-4.3884583
2020-11-09,470.00003,462.43866,7.561371
2020-11-10,474.0,465.74573,8.254272
2020-11-11,472.0,474.01935,-2.0193481
2020-11-12,475.0,473.5519,1.4480896
2020-11-18,475.0,477.80862,-2.8086243
2020-11-19,511.0,485.65378,25.346222
2020-11-22,494.99997,484.45557,10.544403
2020-11-23,510.00003,503.6403,6.359741
2020-11-24,512.0,514.0712,-2.071228
2020-11-25,511.0,498.56824,12.431763
2020-11-26,525.0,513.211,11.789001
2020-11-29,526.0,518.8838,7.116211
2020-11-30,560.0,545.19824,14.801758
2020-12-01,541.0,542.9762,-1.9761963
2020-12-02,525.0,533.36975,-8.369751
2020-12-03,534.0,527.24207,6.7579346
2020-12-06,522.0,528.9741,-6.974121
2020-12-07,515.0,533.81824,-18.818237
2020-12-08,530.0,523.60565,6.394348
2020-12-09,545.0,542.2574,2.7426147
2020-12-10,535.0,527.23413,7.765869
2020-12-13,540.0,524.93146,15.0685425
2020-12-14,555.0,547.07275,7.927246
2020-12-15,540.0,558.01886,-18.01886
2020-12-16,550.0,523.85474,26.145264
2020-12-17,530.0,524.4047,5.595276
2020-12-20,515.0,526.36206,-11.362061
2020-12-21,483.00003,513.90454,-30.90451
2020-12-22,490.00003,497.01715,-7.0171204
2020-12-23,494.99997,494.39603,0.6039429
2020-12-24,500.0,496.2445,3.7554932
2020-12-27,494.99997,492.7289,2.2710571
2020-12-28,490.00003,489.4829,0.51712036
2020-12-29,494.0,486.70248,7.297516
2020-12-30,435.0,494.7461,-59.746094
2020-12-31,417.0,445.07376,-28.073761
2021-01-03,433.00003,431.1478,1.8522339
2021-01-04,442.0,433.39505,8.60495
2021-01-05,443.0,434.3976,8.602386
2021-01-06,431.00003,434.51953,-3.5195007
2021-01-07,440.0,435.63348,4.366516
2021-01-10,438.00003,436.871,1.1290283
2021-01-11,453.0,447.25635,5.7436523
2021-01-12,473.0,446.88284,26.117157
2021-01-13,452.00003,449.33163,2.668396
