Date,Actual,Predicted,Error
2019-04-28,395.00003,387.06482,7.935211
2019-04-29,395.00003,409.11414,-14.114105
2019-04-30,389.0,405.54993,-16.549927
2019-05-02,383.0,398.2362,-15.236206
2019-05-05,385.0,394.68292,-9.682922
2019-05-06,377.0,393.70633,-16.70633
2019-05-07,390.0,392.83246,-2.8324585
2019-05-08,388.00003,394.1604,-6.16037
2019-05-09,394.00003,394.34134,-0.3413086
2019-05-12,387.00003,401.76605,-14.766022
2019-05-13,390.0,394.84277,-4.8427734
2019-05-14,388.00003,392.65704,-4.657013
2019-05-15,417.0,418.08096,-1.0809631
2019-05-16,445.00003,442.9804,2.0196228
2019-05-19,425.00003,451.9346,-26.93457
2019-05-20,430.0,443.19214,-13.192139
2019-05-21,421.0,439.67334,-18.67334
2019-05-22,420.00003,433.6652,-13.665161
2019-05-23,427.00003,440.01755,-13.017517
2019-05-26,432.00003,448.76447,-16.764435
2019-05-27,419.00003,445.39108,-26.391052
2019-05-28,428.0,439.86844,-11.868439
2019-05-29,422.0,435.63336,-13.633362
2019-05-30,437.00003,437.0927,-0.092681885
2019-06-02,433.00003,447.64905,-14.649017
2019-06-03,430.0,441.69168,-11.691681
2019-06-04,415.0,440.45306,-25.453064
2019-06-06,418.00003,435.3044,-17.304382
2019-06-10,413.00003,427.65753,-14.657501
2019-06-11,412.00003,423.80188,-11.801849
2019-06-12,413.00003,427.4578,-14.457764
2019-06-13,412.00003,423.74533,-11.7453
2019-06-16,411.0,420.7605,-9.760498
2019-06-17,404.0,420.45547,-16.455475
2019-06-18,403.0,417.77182,-14.77182
2019-06-19,402.0,415.4423,-13.442291
2019-06-20,409.0,414.7929,-5.7929077
2019-06-23,405.00003,413.81174,-8.811707
2019-06-24,403.0,411.82806,-8.828064
2019-06-25,413.00003,416.3054,-3.305359
2019-06-26,418.00003,421.22238,-3.222351
2019-06-27,413.00003,422.92368,-9.923645
2019-06-30,413.00003,421.8572,-8.857178
2019-07-01,408.0,419.91177,-11.911774
2019-07-02,404.0,416.4644,-12.464386
2019-07-03,408.0,417.63757,-9.637573
2019-07-04,415.0,419.69205,-4.692047
2019-07-07,408.0,420.37903,-12.379028
2019-07-08,410.0,420.16058,-10.1605835
2019-07-09,402.0,417.94507,-15.945068
2019-07-10,405.00003,412.9214,-7.921356
2019-07-11,407.00003,413.7453,-6.74527
2019-07-14,411.0,414.3632,-3.3631897
2019-07-15,406.00003,414.33542,-8.335388
2019-07-16,426.00003,412.2023,13.7977295
2019-07-17,408.0,416.77646,-8.776459
2019-07-18,413.00003,418.44537,-5.445343
2019-07-21,414.00003,421.15555,-7.1555176
2019-07-22,414.00003,420.3819,-6.3818665
2019-07-23,418.00003,420.87085,-2.870819
2019-07-24,435.0,435.14325,-0.14324951
2019-07-25,433.00003,443.4004,-10.40036
2019-07-28,423.0,449.89093,-26.89093
2019-07-29,425.00003,444.7368,-19.736755
2019-07-30,426.00003,439.61755,-13.617523
2019-07-31,422.0,435.34814,-13.348145
2019-08-01,436.0,435.68747,0.31253052
2019-08-04,429.0,436.24213,-7.2421265
2019-08-05,433.00003,443.4337,-10.433655
2019-08-06,441.0,442.89923,-1.899231
2019-08-07,426.00003,457.70807,-31.708038
2019-08-08,435.0,452.4319,-17.431885
2019-08-11,430.0,445.64767,-15.647675
2019-08-12,433.00003,441.9476,-8.947571
2019-08-13,431.00003,439.48013,-8.480103
2019-08-14,426.00003,434.40872,-8.408691
2019-08-15,427.00003,432.3363,-5.336273
2019-08-18,430.0,431.6393,-1.6393127
2019-08-19,431.00003,433.2035,-2.2034607
2019-08-20,431.00003,434.31055,-3.3105164
2019-08-21,425.00003,433.89197,-8.891937
2019-08-22,429.0,430.7069,-1.7069092
2019-08-25,423.0,432.98663,-9.986633
2019-08-26,430.0,430.66214,-0.6621399
2019-08-27,425.00003,430.243,-5.242981
2019-08-28,424.0,425.43466,-1.4346619
2019-08-29,427.00003,427.1441,-0.14407349
2019-09-01,428.0,426.09305,1.9069519
2019-09-02,424.0,427.37808,-3.3780823
2019-09-03,415.0,426.75577,-11.755768
2019-09-04,425.00003,427.53345,-2.5334167
2019-09-05,425.00003,429.57852,-4.578491
2019-09-08,427.00003,429.29178,-2.291748
2019-09-09,425.00003,427.52322,-2.5231934
2019-09-10,416.0,426.9927,-10.992706
2019-09-11,417.0,424.21967,-7.2196655
2019-09-12,418.00003,425.17218,-7.1721497
2019-09-15,415.0,424.2461,-9.246094
2019-09-16,413.00003,423.24188,-10.241852
2019-09-17,410.0,420.523,-10.52301
2019-09-18,420.00003,417.70282,2.2972107
2019-09-19,425.00003,427.0413,-2.0412598
2019-09-22,413.00003,426.3766,-13.376556
2019-09-23,413.00003,421.0626,-8.062561
2019-09-24,411.0,420.95248,-9.952484
2019-09-25,407.00003,417.39966,-10.399628
2019-09-26,412.00003,415.2746,-3.2745667
2019-09-29,410.0,416.73657,-6.7365723
2019-09-30,412.00003,420.30484,-8.30481
2019-10-01,412.00003,420.16174,-8.161713
2019-10-02,417.0,420.95346,-3.9534607
2019-10-03,415.0,420.145,-5.144989
2019-10-10,413.00003,419.98904,-6.9890137
2019-10-14,415.0,416.37036,-1.3703613
2019-10-15,412.00003,416.83353,-4.833496
2019-10-20,412.00003,418.4584,-6.458374
2019-10-21,412.00003,418.36368,-6.3636475
2019-10-22,411.0,416.8352,-5.835205
2019-10-23,415.0,416.04794,-1.0479431
2019-10-24,415.0,415.2686,-0.2685852
2019-10-31,411.0,416.31418,-5.3141785
2019-11-03,412.00003,415.07602,-3.0759888
2019-11-04,414.00003,414.03452,-0.034484863
2019-11-05,415.0,412.82965,2.1703491
2019-11-06,415.0,413.8474,1.1525879
2019-11-07,417.0,415.06497,1.9350281
2019-11-10,414.00003,418.21942,-4.219391
2019-11-11,414.00003,414.9302,-0.9301758
2019-11-12,425.00003,413.2272,11.772827
2019-11-13,414.00003,420.79178,-6.791748
2019-11-14,417.0,418.26657,-1.266571
2019-11-17,420.00003,417.34656,2.653473
2019-11-18,415.0,421.47324,-6.473236
2019-11-19,420.00003,427.874,-7.8739624
2019-11-20,415.0,429.36456,-14.364563
2019-11-21,418.00003,429.4686,-11.468567
2019-11-24,409.0,428.2377,-19.237701
2019-11-25,405.00003,424.63217,-19.632141
2019-11-26,410.0,422.973,-12.972992
2019-11-27,403.0,422.2954,-19.29541
2019-11-28,409.0,421.40253,-12.402527
2019-12-01,405.00003,421.03778,-16.03775
2019-12-02,404.0,419.61316,-15.613159
2019-12-03,401.00003,419.72696,-18.726929
2019-12-04,401.00003,417.79813,-16.798096
2019-12-05,405.00003,418.65405,-13.654022
2019-12-08,406.00003,419.3729,-13.372864
2019-12-09,408.0,420.71017,-12.710175
2019-12-10,410.0,423.35522,-13.355225
2019-12-11,416.0,432.26297,-16.26297
2019-12-12,415.0,432.0525,-17.05249
2019-12-15,412.00003,431.0226,-19.022583
2019-12-16,415.0,429.33926,-14.339264
2019-12-17,405.00003,426.99948,-21.99945
2019-12-18,405.00003,423.85526,-18.855225
2019-12-19,404.0,422.72534,-18.725342
2019-12-22,407.00003,420.51575,-13.515717
2019-12-23,414.00003,423.89334,-9.893311
2019-12-24,415.0,426.92734,-11.927338
2019-12-25,412.00003,429.5552,-17.555176
2019-12-26,414.00003,431.56723,-17.5672
2019-12-29,386.00003,440.95544,-54.955414
2019-12-30,369.00003,412.98862,-43.988586
2019-12-31,365.0,394.34753,-29.347534
2020-01-01,364.0,386.47327,-22.473267
2020-01-02,367.00003,383.2564,-16.256378
2020-01-05,360.0,381.24677,-21.246765
2020-01-06,365.0,380.4698,-15.469788
2020-01-07,375.00003,385.57483,-10.574799
2020-01-08,372.0,388.50885,-16.50885
2020-01-09,369.00003,388.34134,-19.341309
2020-01-12,371.0,385.74506,-14.745056
2020-01-13,374.00003,387.71976,-13.719727
2020-01-14,375.00003,394.583,-19.582977
2020-01-15,385.0,394.483,-9.483002
2020-01-16,389.0,399.50125,-10.501251
2020-01-19,395.00003,406.9299,-11.929871
2020-01-20,402.0,413.07382,-11.073822
2020-01-21,396.0,416.87982,-20.879822
2020-01-22,395.00003,412.78024,-17.780212
2020-01-23,390.0,409.0473,-19.047302
2020-01-26,379.0,404.915,-25.915009
2020-01-27,368.00003,398.9362,-30.936157
2020-01-28,387.00003,398.011,-11.010956
2020-01-29,380.00003,400.75006,-20.75003
2020-01-30,385.0,399.87708,-14.877075
2020-02-02,384.0,400.99997,-16.99997
2020-02-03,391.0,404.63068,-13.630676
2020-02-04,392.0,407.4412,-15.441193
2020-02-05,390.0,409.08954,-19.089539
2020-02-06,383.0,405.65247,-22.652466
2020-02-09,382.00003,403.52048,-21.520447
2020-02-10,382.00003,400.56253,-18.5625
2020-02-11,386.00003,399.2023,-13.2022705
2020-02-12,392.0,401.4444,-9.444397
2020-02-13,386.00003,406.21878,-20.21875
2020-02-16,385.0,404.39838,-19.398376
2020-02-17,392.0,406.27112,-14.271118
2020-02-18,402.0,413.0381,-11.038086
2020-02-19,404.0,419.12152,-15.121521
2020-02-20,395.00003,418.03818,-23.038147
2020-02-23,402.0,417.30066,-15.300659
2020-02-24,439.00003,440.45825,-1.4582214
2020-02-25,436.0,459.4546,-23.45459
2020-02-26,439.00003,457.11664,-18.116608
2020-02-27,445.00003,470.04694,-25.046906
2020-03-01,465.00003,484.5126,-19.512573
2020-03-02,445.00003,489.53717,-44.53714
2020-03-03,419.00003,470.1633,-51.16327
2020-03-04,420.00003,456.9349,-36.934875
2020-03-05,408.0,448.56818,-40.568176
2020-03-10,397.0,438.14423,-41.144226
2020-03-11,378.0,421.3937,-43.393707
2020-03-12,406.00003,421.4876,-15.487579
2020-03-15,390.0,424.95605,-34.956055
2020-03-16,380.00003,417.9012,-37.901184
2020-03-17,379.0,408.7573,-29.757294
2020-03-18,371.0,403.76547,-32.765472
2020-03-19,367.00003,400.34964,-33.34961
2020-03-22,369.00003,396.5835,-27.583466
2020-05-12,361.00003,389.81323,-28.813202
2020-05-13,350.00003,381.1158,-31.115784
2020-06-29,341.0,371.6089,-30.608887
2020-06-30,323.0,358.2771,-35.2771
2020-07-01,350.00003,355.93417,-5.934143
2020-07-02,382.00003,373.3914,8.608643
2020-07-05,350.00003,378.5394,-28.539368
2020-07-06,349.00003,376.92807,-27.92804
2020-07-07,370.0,377.96713,-7.9671326
2020-07-08,375.00003,385.7034,-10.703369
2020-07-09,365.0,387.19058,-22.190582
2020-07-12,370.0,385.28323,-15.283234
2020-07-13,375.00003,389.3495,-14.349457
2020-07-14,375.00003,394.9191,-19.919067
2020-07-15,376.0,393.20218,-17.202179
2020-07-16,389.0,399.28223,-10.282227
2020-07-19,408.0,411.9604,-3.9603882
2020-07-20,453.0,425.84338,27.156616
2020-07-21,443.0,463.379,-20.378998
2020-07-22,445.00003,465.29208,-20.292053
2020-07-23,426.00003,461.13583,-35.135803
2020-07-26,430.0,452.15555,-22.155548
2020-07-27,434.0,454.5604,-20.560394
2020-07-28,435.0,457.1314,-22.131409
2020-07-29,430.0,454.32828,-24.328278
2020-07-30,415.0,452.493,-37.49301
2020-08-02,419.00003,446.67273,-27.672699
2020-08-03,407.00003,441.605,-34.60498
2020-08-05,419.00003,434.3535,-15.353455
2020-08-06,405.00003,432.3632,-27.36316
2020-08-09,401.00003,428.32114,-27.321106
2020-08-10,432.00003,427.53113,4.4689026
2020-08-11,427.00003,437.84958,-10.849548
2020-08-12,414.00003,440.21344,-26.21341
2020-08-13,425.00003,437.97653,-12.976501
2020-08-16,411.0,438.06732,-27.067322
2020-08-17,410.0,433.62778,-23.627777
2020-08-18,416.0,431.01935,-15.019348
2020-08-19,410.0,431.79654,-21.79654
2020-08-20,410.0,430.2358,-20.23581
2020-08-23,419.00003,427.25143,-8.251404
2020-08-24,418.00003,429.19733,-11.197296
2020-08-25,424.0,434.25314,-10.253143
2020-08-26,425.00003,439.96365,-14.963623
2020-08-27,429.0,443.67984,-14.67984
2020-08-30,446.00003,445.42957,0.5704651
2020-08-31,429.0,448.19507,-19.195068
2020-09-02,436.0,448.646,-12.645996
2020-09-03,436.0,460.91785,-24.917847
2020-09-06,431.00003,459.9859,-28.98587
2020-09-07,426.00003,458.90207,-32.90204
2020-09-08,423.0,450.3569,-27.356903
2020-09-09,443.0,443.22644,-0.22644043
2020-09-10,444.00003,447.10297,-3.1029358
2020-09-13,425.00003,450.07037,-25.070343
2020-09-14,429.0,449.21768,-20.217682
2020-09-15,438.00003,455.40796,-17.407928
2020-09-16,435.0,455.51297,-20.51297
2020-09-17,451.00003,453.13998,-2.1399536
2020-09-20,443.0,464.62427,-21.624268
2020-09-21,440.0,466.09473,-26.094727
2020-09-22,440.0,463.42508,-23.42508
2020-09-23,438.00003,465.6262,-27.62616
2020-09-24,438.00003,460.7699,-22.769867
2020-09-27,438.00003,459.03574,-21.035706
2020-09-28,440.0,462.6495,-22.649506
2020-09-29,441.0,461.92468,-20.924683
2020-09-30,445.00003,461.85147,-16.85144
2020-10-01,435.0,461.0291,-26.029114
2020-10-04,440.0,457.0216,-17.021606
2020-10-05,441.0,464.23404,-23.23404
2020-10-06,440.0,462.96786,-22.967865
2020-10-07,450.00003,473.35715,-23.357117
2020-10-08,450.00003,473.9479,-23.947876
2020-10-11,440.0,470.0934,-30.093414
2020-10-12,455.0,463.2731,-8.273102
2020-10-13,440.0,464.67987,-24.67987
2020-10-14,440.0,459.54977,-19.549774
2020-10-15,443.0,457.14053,-14.140533
2020-10-18,438.00003,459.71588,-21.71585
2020-10-19,438.00003,458.28204,-20.282013
2020-10-20,443.0,457.11185,-14.111847
2020-10-21,443.0,459.27478,-16.27478
2020-10-22,453.0,465.2112,-12.211212
2020-10-28,457.00003,473.74167,-16.741638
2020-10-29,475.0,487.0601,-12.060089
2020-11-01,472.0,501.92395,-29.92395
2020-11-02,477.00003,507.9866,-30.986572
2020-11-03,480.0,502.71133,-22.711334
2020-11-04,468.0,499.07986,-31.079865
2020-11-05,464.00003,490.7318,-26.731781
2020-11-08,470.00003,496.54517,-26.545135
2020-11-09,470.00003,492.77054,-22.770508
2020-11-10,474.0,491.73062,-17.730621
2020-11-11,472.0,496.40045,-24.400452
2020-11-12,475.0,501.16846,-26.168457
2020-11-18,475.0,506.8742,-31.874207
2020-11-19,511.0,516.484,-5.484009
2020-11-22,494.99997,525.21655,-30.216583
2020-11-23,510.00003,537.6811,-27.68106
2020-11-24,512.0,553.91833,-41.918335
2020-11-25,511.0,549.9594,-38.95941
2020-11-26,525.0,552.71533,-27.715332
2020-11-29,526.0,556.87744,-30.877441
2020-11-30,560.0,581.65234,-21.652344
2020-12-01,541.0,598.9599,-57.9599
2020-12-02,525.0,587.39087,-62.39087
2020-12-03,534.0,577.2641,-43.2641
2020-12-06,522.0,572.3898,-50.38977
2020-12-07,515.0,569.5732,-54.57318
2020-12-08,530.0,568.71967,-38.719666
2020-12-09,545.0,587.9746,-42.97461
2020-12-10,535.0,585.19684,-50.19684
2020-12-13,540.0,571.0025,-31.002502
2020-12-14,555.0,581.54724,-26.547241
2020-12-15,540.0,596.05743,-56.057434
2020-12-16,550.0,591.58685,-41.586853
2020-12-17,530.0,579.81757,-49.817566
2020-12-20,515.0,564.5589,-49.5589
2020-12-21,483.00003,546.2094,-63.20938
2020-12-22,490.00003,529.5783,-39.578278
2020-12-23,494.99997,529.7334,-34.73343
2020-12-24,500.0,531.1887,-31.18872
2020-12-27,494.99997,524.6553,-29.655304
2020-12-28,490.00003,518.63715,-28.637115
2020-12-29,494.0,513.2839,-19.283875
2020-12-30,435.0,517.68866,-82.68866
2020-12-31,417.0,472.6525,-55.652496
2021-01-03,433.00003,455.44064,-22.440613
2021-01-04,442.0,457.56827,-15.568268
2021-01-05,443.0,458.54224,-15.542236
2021-01-06,431.00003,456.56265,-25.562622
2021-01-07,440.0,455.37555,-15.375549
2021-01-10,438.00003,457.3997,-19.399658
2021-01-11,453.0,467.89105,-14.891052
2021-01-12,473.0,474.82785,-1.8278503
2021-01-13,452.00003,478.60538,-26.605347
